Type,Category,Region,Attack on
Friendly Action,IDF Interdiction,RC SOUTH,FRIEND
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,Detainee Transfer,RC EAST,FRIEND
Explosive Hazard,Unknown Explosion,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Non-Combat Event,Other,RC SOUTH,NEUTRAL
Suspicious Incident,Other,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC CAPITAL,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC WEST,ENEMY
Enemy Action,Direct Fire,RC CAPITAL,ENEMY
Friendly Action,CAS,RC SOUTH,FRIEND
Friendly Action,Raid,RC EAST,FRIEND
Friendly Action,Attack,RC SOUTH,FRIEND
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC CAPITAL,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Explosive Hazard,Unexploded Ordnance,RC EAST,ENEMY
Friendly Action,Surveillance,RC EAST,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,Unexploded Ordnance,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,Unexploded Ordnance,RC SOUTH,ENEMY
Friendly Action,CAS,RC SOUTH,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,Cache Found/Cleared,RC SOUTH,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC NORTH,ENEMY
Enemy Action,Direct Fire,RC WEST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,Unexploded Ordnance,RC SOUTH,ENEMY
Friendly Action,Surveillance,RC SOUTH,FRIEND
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,SAFIRE,RC WEST,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Explosive Hazard,Turn In,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Friendly Action,Surveillance,RC EAST,FRIEND
Explosive Hazard,IED Found/Cleared,RC NORTH,ENEMY
Friendly Action,Medevac,RC EAST,FRIEND
Enemy Action,SAFIRE,RC SOUTH,ENEMY
Enemy Action,SAFIRE,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Explosive Hazard,IED Suspected,RC SOUTH,ENEMY
Enemy Action,SAFIRE,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Friendly Action,Medevac,RC EAST,FRIEND
Enemy Action,SAFIRE,RC EAST,ENEMY
Criminal Event,Kidnapping,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Friendly Action,Medevac,RC CAPITAL,FRIEND
Enemy Action,Indirect Fire,RC EAST,ENEMY
Explosive Hazard,Unexploded Ordnance,RC EAST,ENEMY
Explosive Hazard,IED Suspected,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,Medevac,RC EAST,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,Turn In,RC EAST,ENEMY
Explosive Hazard,Unexploded Ordnance,RC EAST,ENEMY
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Suspected,RC SOUTH,ENEMY
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Friendly Action,Medevac,RC EAST,FRIEND
Enemy Action,SAFIRE,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,Detainee Transfer,RC EAST,FRIEND
Explosive Hazard,Unexploded Ordnance,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,SAFIRE,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,Cache Found/Cleared,RC EAST,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,Attack,RC SOUTH,FRIEND
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC WEST,ENEMY
Explosive Hazard,IED False,RC SOUTH,ENEMY
Explosive Hazard,Interdiction,RC WEST,ENEMY
Enemy Action,Direct Fire,RC NORTH,ENEMY
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Explosive Hazard,Interdiction,RC SOUTH,ENEMY
Enemy Action,SAFIRE,RC EAST,ENEMY
Enemy Action,SAFIRE,RC EAST,ENEMY
Enemy Action,SAFIRE,RC EAST,ENEMY
Friendly Action,Cache Found/Cleared,RC EAST,FRIEND
Enemy Action,SAFIRE,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Friendly Action,Cache Found/Cleared,RC EAST,FRIEND
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Enemy Action,Attack,RC SOUTH,ENEMY
Friendly Action,Medevac,RC EAST,FRIEND
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Friendly Action,Surveillance,RC EAST,FRIEND
Enemy Action,Indirect Fire,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC NORTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Hoax,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,Unexploded Ordnance,RC EAST,ENEMY
Friendly Action,Attack,RC SOUTH,FRIEND
Friendly Action,Medevac,RC EAST,FRIEND
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Explosive Hazard,IED Hoax,RC SOUTH,ENEMY
Explosive Hazard,IED False,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Explosive Hazard,Interdiction,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Hoax,RC EAST,ENEMY
Explosive Hazard,IED Hoax,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Friendly Action,IDF Interdiction,RC EAST,FRIEND
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC WEST,ENEMY
Enemy Action,SAFIRE,RC EAST,ENEMY
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Friendly Action,Attack,RC SOUTH,FRIEND
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,Unknown Explosion,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Friendly Action,Attack,RC SOUTH,FRIEND
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,Raid,RC EAST,FRIEND
Explosive Hazard,IED False,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Enemy Action,SAFIRE,RC EAST,ENEMY
Explosive Hazard,Unknown Explosion,RC CAPITAL,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Friendly Action,Sniper Ops,RC SOUTH,FRIEND
Explosive Hazard,IED Suspected,RC SOUTH,ENEMY
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC NORTH,ENEMY
Enemy Action,Direct Fire,RC CAPITAL,ENEMY
Explosive Hazard,IED Explosion,RC NORTH,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,Mine Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Enemy Action,SAFIRE,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Friendly Action,Cache Found/Cleared,RC SOUTH,FRIEND
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Enemy Action,SAFIRE,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Friendly Action,Cache Found/Cleared,RC EAST,FRIEND
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Explosive Hazard,Interdiction,RC NORTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Hoax,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Explosive Hazard,Unexploded Ordnance,RC SOUTH,ENEMY
Friendly Action,Other,RC SOUTH,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,Unexploded Ordnance,RC CAPITAL,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,IED Suspected,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Ambush,RC WEST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Friendly Action,CAS,RC SOUTH,FRIEND
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Friendly Action,Detainee Release,RC EAST,FRIEND
Enemy Action,Indirect Fire,RC EAST,ENEMY
Explosive Hazard,IED False,RC CAPITAL,ENEMY
Friendly Action,Medevac,RC EAST,FRIEND
Enemy Action,Surveillance,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Enemy Action,SAFIRE,RC EAST,ENEMY
Enemy Action,SAFIRE,RC EAST,ENEMY
Friendly Action,Deliberate Attack,RC SOUTH,FRIEND
Explosive Hazard,Interdiction,RC EAST,ENEMY
Enemy Action,Surveillance,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,Medevac,RC EAST,FRIEND
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,Unexploded Ordnance,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,Interdiction,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,Sniper Ops,RC SOUTH,FRIEND
Enemy Action,SAFIRE,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Enemy Action,Attack,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC WEST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Friendly Action,Cordon/Search,RC EAST,FRIEND
Friendly Action,Detainee Transfer,RC EAST,FRIEND
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Enemy Action,SAFIRE,RC SOUTH,ENEMY
Explosive Hazard,IED Hoax,RC SOUTH,ENEMY
Explosive Hazard,IED Ambush,RC EAST,ENEMY
Friendly Action,Escalation of Force,RC CAPITAL,FRIEND
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Friendly Action,Raid,RC EAST,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Suspected,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Enemy Action,SAFIRE,RC SOUTH,ENEMY
Friendly Action,Medevac,RC EAST,FRIEND
Enemy Action,Attack,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Friendly Action,Medevac,RC EAST,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,Escalation of Force,RC CAPITAL,FRIEND
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,Interdiction,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,SAFIRE,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,Premature Detonation,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Explosive Hazard,IED Suspected,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Friendly Action,Detainee Transfer,RC EAST,FRIEND
Enemy Action,Indirect Fire,RC EAST,ENEMY
Friendly Action,Medevac,RC CAPITAL,FRIEND
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,Cache Found/Cleared,RC SOUTH,FRIEND
Enemy Action,Attack,RC EAST,ENEMY
Friendly Action,Cache Found/Cleared,RC EAST,FRIEND
Explosive Hazard,Turn In,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,Turn In,RC EAST,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Explosive Hazard,Turn In,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,Unknown Explosion,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Ambush,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC WEST,ENEMY
Explosive Hazard,Unexploded Ordnance,RC NORTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Surveillance,RC SOUTH,ENEMY
Explosive Hazard,IED Suspected,RC SOUTH,ENEMY
Friendly Action,Escalation of Force,RC CAPITAL,FRIEND
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,Medevac,RC EAST,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Explosive Hazard,IED Suspected,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Friendly Action,Attack,RC SOUTH,FRIEND
Friendly Action,Surveillance,RC SOUTH,FRIEND
Friendly Action,Medevac,RC EAST,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,Attack,RC EAST,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,SAFIRE,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,Medevac,RC EAST,FRIEND
Enemy Action,Direct Fire,RC EAST,ENEMY
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Friendly Action,Raid,RC EAST,FRIEND
Enemy Action,Direct Fire,RC CAPITAL,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,Unexploded Ordnance,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC WEST,ENEMY
Enemy Action,SAFIRE,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC WEST,ENEMY
Non-Combat Event,Negligent Discharge,RC WEST,NEUTRAL
Friendly Action,Attack,RC SOUTH,FRIEND
Friendly Action,Detainee Transfer,RC EAST,FRIEND
Friendly Action,Raid,RC EAST,FRIEND
Explosive Hazard,Unexploded Ordnance,RC SOUTH,ENEMY
Enemy Action,SAFIRE,RC SOUTH,ENEMY
Friendly Action,Cache Found/Cleared,RC SOUTH,FRIEND
Explosive Hazard,IED Suspected,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC WEST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Friendly Action,Medevac,RC EAST,FRIEND
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Enemy Action,SAFIRE,RC SOUTH,ENEMY
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Explosive Hazard,Unexploded Ordnance,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Explosive Hazard,IED False,RC SOUTH,ENEMY
Friendly Action,Other,RC EAST,FRIEND
Enemy Action,Indirect Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC CAPITAL,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Non-Combat Event,Demonstration,RC WEST,NEUTRAL
Explosive Hazard,Mine Found/Cleared,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Friendly Action,Medevac,RC CAPITAL,FRIEND
Explosive Hazard,IED Suspected,RC SOUTH,ENEMY
Enemy Action,Attack,RC EAST,ENEMY
Friendly Action,Cache Found/Cleared,RC SOUTH,FRIEND
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,Unexploded Ordnance,RC NORTH,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Friendly Action,Medevac,RC EAST,FRIEND
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Friendly Action,Evidence Turn-in/Received,RC EAST,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Enemy Action,Attack,RC SOUTH,ENEMY
Enemy Action,Attack,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Friendly Action,Medevac,RC EAST,FRIEND
Friendly Action,Cache Found/Cleared,RC SOUTH,FRIEND
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
